subject_id,target,budget_nights,predictor,seed,mae,rmse,bias,n_windows,n_nights,fit_windows,fit_nights,source
User07,temperature,1,D,0,2.1358325649339873,2.5950161224012955,-1.536761533534135,114838,85,2075,,reused_p8_by_seed
User07,humidity,1,D,0,10.043739813448786,12.340984699522693,1.6124858078228121,114838,85,2075,,reused_p8_by_seed
User07,temperature,1,D,1,2.0955401463248395,2.5413093575884664,-1.4304539095478017,114838,85,2075,,reused_p8_by_seed
User07,humidity,1,D,1,9.977746331702859,12.175366821626502,2.3294990469958825,114838,85,2075,,reused_p8_by_seed
User07,temperature,1,D,2,2.1160416340424795,2.55275140377502,-1.5653863117983788,114838,85,2075,,reused_p8_by_seed
User07,humidity,1,D,2,9.634320151699468,11.762237445796941,1.734034630474659,114838,85,2075,,reused_p8_by_seed
User07,temperature,3,D,0,2.2099336580645277,2.6750962196848174,-1.6684325338471226,114838,85,5775,,reused_p8_by_seed
User07,humidity,3,D,0,10.099055308410309,12.42076100956467,2.139044455662085,114838,85,5775,,reused_p8_by_seed
User07,temperature,3,D,1,2.1639201810451962,2.616546285873169,-1.5602113967314049,114838,85,5775,,reused_p8_by_seed
User07,humidity,3,D,1,10.03167510522714,12.252167446630011,2.7023352325445202,114838,85,5775,,reused_p8_by_seed
User07,temperature,3,D,2,2.1805158918945087,2.6248813558179003,-1.680445389713934,114838,85,5775,,reused_p8_by_seed
User07,humidity,3,D,2,9.692974701467946,11.841269437345188,2.207330572475007,114838,85,5775,,reused_p8_by_seed
User07,temperature,7,D,0,2.1061808012942844,2.562693106650894,-1.4815273518580543,114838,85,12405,,reused_p8_by_seed
User07,humidity,7,D,0,10.026294362146377,12.315655008758421,1.4055480857420526,114838,85,12405,,reused_p8_by_seed
User07,temperature,7,D,1,2.090653933394871,2.535919258898015,-1.4208559476680742,114838,85,12405,,reused_p8_by_seed
User07,humidity,7,D,1,9.90533273135121,12.072821335717686,1.7146496939466833,114838,85,12405,,reused_p8_by_seed
User07,temperature,7,D,2,2.0977755995153333,2.532246141586615,-1.5317196536150788,114838,85,12405,,reused_p8_by_seed
User07,humidity,7,D,2,9.597785617881915,11.713931946138741,1.3685203714769238,114838,85,12405,,reused_p8_by_seed
User07,temperature,14,D,0,2.0775368328019255,2.531317478327943,-1.4265677381449735,114838,85,23932,,reused_p8_by_seed
User07,humidity,14,D,0,10.465640278209184,12.931895747427463,4.187378027944133,114838,85,23932,,reused_p8_by_seed
User07,temperature,14,D,1,2.0645566659982557,2.5070843453129004,-1.3687282604253113,114838,85,23932,,reused_p8_by_seed
User07,humidity,14,D,1,10.37244382960052,12.726706645207917,4.3767648556862895,114838,85,23932,,reused_p8_by_seed
User07,temperature,14,D,2,2.081660260151051,2.514125089837936,-1.5015723569122499,114838,85,23932,,reused_p8_by_seed
User07,humidity,14,D,2,9.996002573356344,12.250059322163795,3.836743380121964,114838,85,23932,,reused_p8_by_seed
