model,fold,subject_id,stratum_type,stratum,target,metric,value,seed_sd,n_windows,source
RAW+MOVEMENT+CONTACT,2,User02,device,22482,temperature,rmse,6.061263412152736,0.1248816994599304,86508,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22482,temperature,bias,-5.699101902965737,0.1307334891183229,86508,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22482,humidity,mae,30.21604911095558,0.07800886486891931,86508,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22482,humidity,rmse,34.110074373220975,0.07784931895988406,86508,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22482,humidity,bias,-29.67383475465199,0.11041752779650552,86508,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,normal,temperature,mae,4.355815568802396,0.1372027453849457,107837,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,normal,temperature,rmse,4.85806495657197,0.1222501156675058,107837,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,normal,temperature,bias,-4.355759842548609,0.13722945723109103,107837,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,normal,humidity,mae,23.179397052103337,0.04306993788763288,107837,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,normal,humidity,rmse,27.371851019047522,0.05806953497053005,107837,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,normal,humidity,bias,-22.962164471902963,0.0315318018681852,107837,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_response_shift,temperature,mae,5.586370722120274,0.12929756624260022,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_response_shift,temperature,rmse,5.809472218050613,0.12824818984350395,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_response_shift,temperature,bias,-5.586370722120274,0.12929756624260022,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_response_shift,humidity,mae,26.163363233091783,0.2610081769515883,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_response_shift,humidity,rmse,31.14320199471277,0.2528880716031557,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_response_shift,humidity,bias,-24.879106096542646,0.3460725565228093,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_transition,temperature,mae,6.932638485247754,0.11142586089075612,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_transition,temperature,rmse,7.099177324184957,0.11962324801265366,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_transition,temperature,bias,-6.932638485247754,0.11142586089075612,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_transition,humidity,mae,35.17225365716852,0.12684258402652798,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_transition,humidity,rmse,36.026936032848354,0.12841337778584352,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,channel_quality_phase,p1_transition,humidity,bias,-35.17225365716852,0.12684258402652798,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,mae,5.713737056831953,0.13807815122472228,50346,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,rmse,6.1695021096696046,0.1304796522060664,50346,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,bias,-5.7136236042004285,0.13813453894647001,50346,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,mae,32.682305298368284,0.08220684650091749,50346,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,rmse,35.865502350473896,0.08534113684606266,50346,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,bias,-32.609688765822575,0.07040729152497081,50346,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,mae,5.586370722120274,0.12929756624260022,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,rmse,5.809472218050613,0.12824818984350395,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,bias,-5.586370722120274,0.12929756624260022,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,mae,26.163363233091783,0.2610081769515883,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,rmse,31.14320199471277,0.2528880716031557,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,bias,-24.879106096542646,0.3460725565228093,33677,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,mae,6.932638485247754,0.11142586089075612,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,rmse,7.099177324184957,0.11962324801265366,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,bias,-6.932638485247754,0.11142586089075612,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,mae,35.17225365716852,0.12684258402652798,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,rmse,36.026936032848354,0.12841337778584352,2485,p4
RAW+MOVEMENT+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,bias,-35.17225365716852,0.12684258402652798,2485,p4
RAW+MOVEMENT+CONTACT,3,User07,overall,all,temperature,mae,1.941678500479089,0.041699898813850896,140971,p4
RAW+MOVEMENT+CONTACT,3,User07,overall,all,temperature,rmse,2.4246796124203835,0.04983053144935417,140971,p4
RAW+MOVEMENT+CONTACT,3,User07,overall,all,temperature,bias,1.1496932152587072,0.1779233544613729,140971,p4
RAW+MOVEMENT+CONTACT,3,User07,overall,all,humidity,mae,10.06661044228784,0.339162970673801,140971,p4
RAW+MOVEMENT+CONTACT,3,User07,overall,all,humidity,rmse,12.414718517217779,0.47549412080291154,140971,p4
RAW+MOVEMENT+CONTACT,3,User07,overall,all,humidity,bias,2.0634945378506004,1.153913017600181,140971,p4
